left_entity_id,right_business_id,confidence
30521,90070,1.0
67769,81364,1.0
42553,89184,1.0
84866,84156,1.0
19275,80873,1.0
88834,84413,1.0
94141,82494,1.0
10729,85288,1.0
50028,83917,1.0
1957,82698,1.0
64183,90887,1.0
59311,86510,1.0
73214,88619,1.0
77801,82314,1.0
50583,87647,1.0
38708,83217,1.0
84513,88170,1.0
31585,84000,1.0
90609,88266,1.0
49879,81231,1.0
31123,89146,1.0
71405,82430,1.0
70227,86277,1.0
90409,80862,1.0
62819,84745,1.0
16337,88218,1.0
33223,83937,1.0
62035,91745,1.0
48954,86971,1.0
51181,86426,1.0
53221,88017,1.0
17438,83541,1.0
77645,81350,1.0
78509,83787,1.0
10484,86649,1.0
85858,83062,1.0
83003,83876,1.0
18491,81693,1.0
50857,81361,1.0
8963,91601,1.0
10923,81247,1.0
57809,85563,1.0
60809,82301,1.0
42001,88136,1.0
42976,81485,1.0
23994,84114,1.0
39854,86241,1.0
40493,86631,1.0
41971,87434,1.0
91183,86532,1.0
24935,85628,1.0
28106,85498,1.0
93810,85589,1.0
22660,90368,1.0
75341,85454,1.0
93860,88246,1.0
17363,85521,1.0
20806,86643,1.0
19343,87925,1.0
7860,80996,1.0
4801,90752,1.0
20985,86443,1.0
1821,84348,1.0
23996,81024,1.0
69110,87900,1.0
85165,83110,1.0
37322,86432,1.0
75475,83467,1.0
86550,84206,1.0
93156,82374,1.0
30921,87071,1.0
88623,90573,1.0
21826,85880,1.0
55010,86188,1.0
59578,88383,1.0
63360,90495,1.0
32311,85757,1.0
91270,85815,1.0
35840,84525,1.0
63525,84219,1.0
90988,80970,1.0
44122,83655,1.0
5687,82957,1.0
32137,85826,1.0
2623,87637,1.0
51375,87865,1.0
45517,83190,1.0
79144,90834,1.0
69138,83620,1.0
34144,83414,1.0
50378,82775,1.0
2907,82381,1.0
69137,88036,1.0
32525,84122,1.0
43869,80868,1.0
48009,91489,1.0
41700,91575,1.0
15855,90306,1.0
2742,90723,1.0
60633,87510,1.0
6567,82009,1.0
8322,86867,1.0
18450,81655,1.0
20391,81641,1.0
88362,89244,1.0
78900,82733,1.0
73207,85356,1.0
19659,81398,1.0
52838,91648,1.0
68883,89192,1.0
80443,91083,1.0
8010,81747,1.0
26888,85110,1.0
77021,84047,1.0
52497,83773,1.0
87832,84094,1.0
332,89911,1.0
69948,85727,1.0
55153,81732,1.0
23907,82560,1.0
81186,87398,1.0
66246,82857,1.0
66528,89041,1.0
78767,86659,1.0
58933,89248,1.0
9142,83967,1.0
21105,84069,1.0
67699,82649,1.0
85493,85480,1.0
79625,80870,1.0
9569,81917,1.0
11092,90462,1.0
13861,85066,1.0
80202,84146,1.0
1636,80938,1.0
90950,83222,1.0
47008,90686,1.0
70396,86047,1.0
79727,85038,1.0
55822,81118,1.0
43627,84792,1.0
67595,81193,1.0
33592,89515,1.0
21133,83187,1.0
27672,81515,1.0
85811,89803,1.0
76250,87334,1.0
84781,81796,1.0
71907,82093,1.0
68279,84407,1.0
93539,84434,1.0
28522,84987,1.0
65304,80955,1.0
34908,89409,1.0
18713,81726,1.0
86225,82564,1.0
21337,82646,1.0
60205,85150,1.0
61279,80907,1.0
33764,84483,1.0
85126,90972,1.0
67724,84849,1.0
71796,90201,1.0
12315,81004,1.0
92931,86949,1.0
91944,84636,1.0
25155,86226,1.0
84476,82436,1.0
29104,81939,1.0
71093,88074,1.0
81455,88106,1.0
70779,69107,1.0
7800,63200,1.0
36885,53622,1.0
21847,60658,1.0
46749,61006,1.0
54253,76620,1.0
59443,65287,1.0
31049,72886,1.0
93381,67708,1.0
59538,63241,1.0
28090,67535,1.0
43026,71912,1.0
11241,72732,1.0
4097,60464,1.0
42444,69065,1.0
70242,60990,1.0
46385,75790,1.0
31467,64178,1.0
22596,63138,1.0
89442,75929,1.0
63898,65178,1.0
49710,78931,1.0
53653,66033,1.0
79449,68238,1.0
11474,80531,1.0
81531,72572,1.0
6906,73366,1.0
25725,52236,1.0
17928,77931,1.0
8324,77084,1.0
85210,80094,1.0
3043,79930,1.0
9125,73248,1.0
75452,57828,1.0
5857,64924,1.0
24120,76254,1.0
81945,60210,1.0
39385,54091,1.0
28895,56714,1.0
78912,64886,1.0
78834,70506,1.0
81733,61534,1.0
33836,58228,1.0
39480,54976,1.0
